Product Name,Concentration uM,morphology score,infection rate (%),Cell model
treosulfan,10.0,-0.2,117.5,Vero E6
tremorine,10.0,0.11,96.0,Vero E6
trelagliptin,10.0,0.19,99.0,Vero E6
cabaletta,10.0,-0.09,104.5,Vero E6
trazodone,10.0,-0.13,116.5,Vero E6
trapidil,10.0,0.05,106.0,Vero E6
trap-101,10.0,-0.11,103.0,Vero E6
tranylcypromine,10.0,0.07,113.5,Vero E6
trans-4-methoxycinnamic-acid,10.0,0.07,106.5,Vero E6
trans-4-hydroxycrotonic-acid,10.0,0.1,90.5,Vero E6
L-hydroxyproline,10.0,0.2,101.0,Vero E6
"trans-4-[8-(3-fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid",10.0,0.32,103.0,Vero E6
trans-2-undecenoic-acid,10.0,0.2,112.0,Vero E6
"trans-10,cis-12-conjugated-linoleic-acid",10.0,0.08,104.0,Vero E6
tranilast,10.0,0.09,108.5,Vero E6
tranexamic-acid,10.0,0.08,108.5,Vero E6
trandolapril,10.0,0.01,106.5,Vero E6
tramiprosate,10.0,0.07,104.0,Vero E6
trametinib,0.83,0.26,89.0,Vero E6
TRAMADOL HYDROCHLORIDE,10.0,0.17,103.5,Vero E6
TRAM-39,10.0,0.16,89.0,Vero E6
TRAM-34,10.0,0.1,100.5,Vero E6
tracazolate,10.0,0.17,92.5,Vero E6
SB-683698,10.0,-0.14,101.5,Vero E6
TPPS4,10.0,-0.03,101.5,Vero E6
TPCA-1,0.83,0.07,95.5,Vero E6
TP-003,10.0,-0.01,107.5,Vero E6
tozadenant,10.0,0.28,97.0,Vero E6
toyocamycin,0.83,-0.06,104.5,Vero E6
tosufloxacin,10.0,-0.12,111.5,Vero E6
tosedostat,10.0,0.24,97.0,Vero E6
torasemide,10.0,0.22,102.0,Vero E6
PP242,10.0,-0.06,95.5,Vero E6
torin-2,10.0,0.16,86.5,Vero E6
torin-1,10.0,-0.07,107.0,Vero E6
Toremifene citrate,10.0,0.42,77.0,Vero E6
Torcetrapib (CP-529414),10.0,0.26,93.0,Vero E6
topotecan,10.0,0.06,108.0,Vero E6
topiroxostat,10.0,0.14,94.5,Vero E6
topiramate,10.0,0.01,102.0,Vero E6
tonabersat,10.0,0.37,94.5,Vero E6
tolvaptan,10.0,0.09,119.5,Vero E6
toltrazuril,10.0,0.18,107.0,Vero E6
tolterodine,10.0,0.35,77.5,Vero E6
tolrestat,10.0,-0.01,108.5,Vero E6
tolperisone,10.0,0.38,83.5,Vero E6
tolonidine,10.0,-0.02,98.5,Vero E6
tolnaftate,10.0,0.14,104.0,Vero E6
tolmetin,10.0,0.08,105.5,Vero E6
tolimidone,10.0,0.15,105.5,Vero E6
tolfenamic-acid,10.0,0.01,109.5,Vero E6
tolcapone,10.0,0.19,109.5,Vero E6
tolbutamide,10.0,0.12,96.5,Vero E6
tolazoline,10.0,0.15,99.5,Vero E6
tolazamide,10.0,0.1,100.0,Vero E6
tofogliflozin,10.0,0.02,94.5,Vero E6
"Tofacitinib (CP-690550, Tasocitinib)",10.0,0.28,106.0,Vero E6
todralazine,10.0,0.09,106.5,Vero E6
tocofersolan,10.0,0.05,117.5,Vero E6
toceranib,0.83,-0.07,26.0,Vero E6
tocainide,10.0,-0.08,109.0,Vero E6
tobramycin,10.0,0.1,113.0,Vero E6
TMS,0.83,0.07,104.5,Vero E6
TMPH,10.0,-0.07,112.5,Vero E6
TMN-355,10.0,0.14,102.0,Vero E6
TMC647055,10.0,0.15,97.5,Vero E6
TMC-353121,10.0,0.23,96.5,Vero E6
tizanidine,10.0,-0.03,112.0,Vero E6
tivantinib,10.0,-0.14,107.0,Vero E6
titanocene-dichloride,10.0,0.16,84.0,Vero E6
tirofiban,10.0,0.05,109.5,Vero E6
tirasemtiv,10.0,-0.11,104.0,Vero E6
tirapazamine,10.0,0.07,99.5,Vero E6
tiracizine,10.0,-0.16,111.0,Vero E6
tiquizium,10.0,0.14,93.5,Vero E6
tiprenolol,10.0,-0.22,110.5,Vero E6
tipranavir,10.0,0.18,94.5,Vero E6
tiplaxtinin,10.0,0.05,106.5,Vero E6
tipiracil,10.0,-0.08,105.5,Vero E6
tipifarnib,0.83,0.4,89.0,Vero E6
tioxolone,10.0,0.05,104.0,Vero E6
tiotropium,10.0,0.08,100.5,Vero E6
tiotidine,10.0,0.11,98.0,Vero E6
thioguanine,0.83,0.22,98.5,Vero E6
tioconazole,10.0,-0.04,106.0,Vero E6
tinidazole,10.0,0.14,108.5,Vero E6
timonacic,10.0,-0.09,109.5,Vero E6
timolol,10.0,-0.0,98.5,Vero E6
timofibrate,10.0,0.03,106.5,Vero E6
tie2-kinase-inhibitor,10.0,0.62,72.5,Vero E6
tideglusib,10.0,0.11,108.0,Vero E6
ticlopidine,10.0,0.2,92.5,Vero E6
ticarcillin,10.0,-0.03,97.5,Vero E6
ticagrelor,10.0,-0.02,104.5,Vero E6
TIC10,10.0,0.15,103.0,Vero E6
tiaramide,10.0,0.01,104.5,Vero E6
tiapride,10.0,0.09,98.0,Vero E6
tianeptine,10.0,0.24,104.5,Vero E6
tiagabine,10.0,0.08,109.0,Vero E6
THZ2,0.83,-0.04,105.0,Vero E6
THZ1-R,10.0,0.13,101.0,Vero E6
THZ1,10.0,-0.11,94.0,Vero E6
thymol-iodide,10.0,-0.12,104.0,Vero E6
thymol,10.0,-0.02,112.5,Vero E6
aminohydroxybutyric-acid,10.0,0.23,92.0,Vero E6
thonzylamine,10.0,0.03,109.5,Vero E6
thonzonium,10.0,-0.37,121.5,Vero E6
thiothixene,10.0,0.38,80.5,Vero E6
thiotepa,10.0,0.13,96.0,Vero E6
thiostrepton,10.0,0.15,92.5,Vero E6
thiorphan,10.0,0.11,98.5,Vero E6
thioproperazine,10.0,0.25,102.5,Vero E6
thiophanate,10.0,0.03,109.5,Vero E6
thioperamide,10.0,0.08,96.5,Vero E6
thiopental,10.0,0.13,110.5,Vero E6
tioguanine,0.83,0.12,113.5,Vero E6
thioctic-acid,10.0,0.0,106.5,Vero E6
thiocolchicoside,10.0,-0.0,114.0,Vero E6
thiazovivin,0.83,0.65,99.0,Vero E6
thiamphenicol,10.0,-0.17,118.0,Vero E6
thiamine-pyrophosphate,10.0,0.11,105.0,Vero E6
thiamine,10.0,0.12,96.5,Vero E6
tiabendazole,10.0,0.16,111.0,Vero E6
aminophylline,10.0,0.19,95.0,Vero E6
theobromine,10.0,0.01,108.5,Vero E6
thalidomide,10.0,-0.22,104.0,Vero E6
TH-588,10.0,0.12,97.0,Vero E6
TH011272,10.0,0.13,94.0,Vero E6
TG-101209,0.83,0.11,121.5,Vero E6
TG-003,10.0,-0.05,108.0,Vero E6
TG-100801,10.0,-0.04,114.0,Vero E6
TG-100713,10.0,0.24,101.0,Vero E6
TG-100572,0.83,-0.04,103.0,Vero E6
TFC-007,10.0,-0.02,114.5,Vero E6
tetroquinone,10.0,0.04,106.5,Vero E6
tetrazol-5-yl-glycine-(RS),10.0,0.03,98.0,Vero E6
tetramisole,10.0,0.07,106.5,Vero E6
tetramethylthiuram-monosulfide,10.0,-0.22,115.5,Vero E6
chuanxiongzine,10.0,-0.15,118.5,Vero E6
tetrahydrozoline,0.83,0.0,103.0,Vero E6
tetrahydrouridine,10.0,0.17,103.0,Vero E6
tetrahydropapaverine,10.0,-0.03,108.5,Vero E6
tetradecylthioacetic-acid,10.0,-0.06,112.0,Vero E6
myristyl-nicotinate,0.0,0.02,97.0,Vero E6
tetracycline,10.0,0.16,100.5,Vero E6
tetracaine,10.0,-0.14,116.0,Vero E6
tetrabenazine,10.0,0.16,101.5,Vero E6
TESTOSTERONE PROPIONATE,10.0,-0.13,110.0,Vero E6
Testosterone (undecanoate),10.0,0.11,98.5,Vero E6
TESTOSTERONE,10.0,-0.04,112.5,Vero E6
Testolactone,10.0,0.18,80.5,Vero E6
XL647,10.0,-0.29,120.0,Vero E6
tesaglitazar,10.0,0.19,110.5,Vero E6
terutroban,10.0,0.12,111.5,Vero E6
terreic-acid-(-),10.0,0.03,103.0,Vero E6
terlipressin,10.0,0.04,111.5,Vero E6
teriflunomide,10.0,0.03,108.0,Vero E6
terguride,10.0,-0.01,109.5,Vero E6
terfenadine,10.0,0.13,96.0,Vero E6
terconazole,0.83,-0.08,106.5,Vero E6
terciprazine,10.0,0.11,104.0,Vero E6
TERBUTALINE HEMISULFATE,10.0,0.03,113.0,Vero E6
terbinafine,10.0,0.41,81.0,Vero E6
terazosin,10.0,-0.11,110.5,Vero E6
teprenone,10.0,0.07,101.0,Vero E6
TEPP-46,10.0,0.04,107.0,Vero E6
tepoxalin,0.83,0.04,104.0,Vero E6
EMD-1214063,10.0,0.21,100.5,Vero E6
tenoxicam,10.0,-0.06,108.0,Vero E6
tenovin-1,10.0,-0.03,109.0,Vero E6
tenofovir-disoproxil,10.0,-0.01,115.5,Vero E6
tenofovir-alafenamide,10.0,-0.09,105.5,Vero E6
tenofovir,10.0,-0.04,105.0,Vero E6
teniposide,10.0,-0.1,111.0,Vero E6
tenilsetam,10.0,0.09,105.5,Vero E6
tenidap,10.0,0.04,91.0,Vero E6
teneligliptin,10.0,0.06,112.0,Vero E6
tenatoprazole,10.0,0.16,105.0,Vero E6
temozolomide,10.0,-0.09,113.5,Vero E6
temoporfin,0.83,-0.03,111.0,Vero E6
temocapril,10.0,0.03,113.5,Vero E6
telmisartan,10.0,0.22,100.0,Vero E6
telithromycin,10.0,0.01,117.5,Vero E6
telcagepant,10.0,0.06,102.5,Vero E6
telbivudine,10.0,-0.04,117.5,Vero E6
telatinib,10.0,0.06,107.0,Vero E6
telaprevir,10.0,0.23,106.5,Vero E6
CB-839,10.0,-0.01,104.5,Vero E6
teijin-compound-1,10.0,-0.12,103.0,Vero E6
tegobuvir,10.0,0.08,102.5,Vero E6
tegaserod,10.0,0.07,100.0,Vero E6
ftorafur,10.0,-0.02,116.5,Vero E6
tedizolid-phosphate,10.0,0.19,88.0,Vero E6
tedizolid,10.0,0.13,100.0,Vero E6
tecovirimat,10.0,-0.11,101.5,Vero E6
tecastemizole,10.0,-0.0,111.0,Vero E6
tecalcet,10.0,0.53,50.5,Vero E6
tebipenem,10.0,0.17,103.0,Vero E6
TCS2002,10.0,-0.0,92.5,Vero E6
TCS-PIM-1-1,10.0,0.05,110.5,Vero E6
TCS-OX2-29,10.0,-0.11,105.0,Vero E6
TCS-HDAC6-20b,10.0,-0.11,97.0,Vero E6
TCS-5861528,10.0,0.12,92.0,Vero E6
TCS-359,10.0,-0.05,96.5,Vero E6
TCS-3035,10.0,0.04,97.0,Vero E6
TCS-2314,10.0,0.1,99.5,Vero E6
TCS-2210,10.0,-0.03,100.0,Vero E6
TCS-21311,0.83,-0.2,108.5,Vero E6
TCN201,10.0,-0.08,113.5,Vero E6
TCN238,10.0,0.32,93.0,Vero E6
TCID,10.0,0.06,101.0,Vero E6
TC2559,10.0,-0.04,108.5,Vero E6
TC1,10.0,0.32,88.5,Vero E6
TC-SP-14,10.0,-0.07,113.0,Vero E6
TC-S-7009,10.0,0.1,94.5,Vero E6
TC-S-7006,10.0,0.03,101.5,Vero E6
TC-S-7005,10.0,0.19,84.5,Vero E6
TC-S-7004,10.0,-0.07,110.5,Vero E6
TC-S-7003,0.83,-0.06,104.0,Vero E6
TC-OT-39,10.0,0.05,109.5,Vero E6
TC-O-9311,10.0,0.07,105.0,Vero E6
TC-NTR1-17,10.0,-0.02,114.5,Vero E6
TC-N-1752,10.0,0.18,110.0,Vero E6
TC-Mps1-12,0.83,0.03,105.5,Vero E6
TC-LPA5-4,10.0,0.09,102.5,Vero E6
TC-I-2014,10.0,-0.0,104.0,Vero E6
TC-I-2000,10.0,0.19,87.0,Vero E6
TC-H-106,0.83,-0.05,103.0,Vero E6
TC-G-1008,10.0,0.19,97.5,Vero E6
TC-G-1005,10.0,0.13,108.5,Vero E6
TC-G-1004,10.0,-0.01,104.5,Vero E6
TC-G-1000,10.0,0.17,94.0,Vero E6
TC-FPR-43,10.0,0.01,112.5,Vero E6
TC-F-2,10.0,0.29,87.0,Vero E6
TC-E-5006,10.0,0.06,106.5,Vero E6
TC-E-5002,10.0,0.1,102.5,Vero E6
TC-ASK-10,10.0,-0.05,100.0,Vero E6
TC-A-2317,10.0,-0.09,113.0,Vero E6
TBOA-(DL),10.0,0.03,106.0,Vero E6
TBA-354,10.0,-0.21,110.5,Vero E6
tazobactam,10.0,0.07,107.5,Vero E6
tazemetostat,10.0,0.07,104.0,Vero E6
tazarotene,10.0,-0.05,93.0,Vero E6
taxifolin,10.0,0.19,99.5,Vero E6
tavaborole,10.0,0.0,108.0,Vero E6
ursodeoxycholyltaurine,10.0,0.08,102.0,Vero E6
taurolidine,10.0,-0.04,109.0,Vero E6
taurocholate,10.0,-0.09,116.0,Vero E6
taurine,10.0,0.19,94.5,Vero E6
tasquinimod,10.0,0.17,92.0,Vero E6
tasisulam,10.0,0.16,109.0,Vero E6
tasimelteon,10.0,0.17,98.5,Vero E6
taselisib,0.83,-0.05,98.5,Vero E6
TAS-103,10.0,-0.23,106.5,Vero E6
tartaric-acid,10.0,-0.03,103.0,Vero E6
tariquidar,10.0,-0.04,108.0,Vero E6
targinine,10.0,0.04,105.5,Vero E6
taranabant,10.0,0.1,101.0,Vero E6
tarafenacin,10.0,0.37,74.0,Vero E6
taprenepag,10.0,-0.03,100.5,Vero E6
Tapentadol (hydrochloride),10.0,0.07,108.0,Vero E6
CC-930,0.83,0.1,101.0,Vero E6
tanshinone-IIA,10.0,0.16,102.0,Vero E6
tanshinone-I,10.0,-0.01,105.5,Vero E6
tannic-acid,10.0,-0.11,114.5,Vero E6
tangeritin,10.0,0.0,105.0,Vero E6
tandutinib,10.0,-0.08,95.5,Vero E6
tandospirone,10.0,-0.1,99.0,Vero E6
tanaproget,10.0,0.04,102.0,Vero E6
tamoxifen,0.83,0.13,95.5,Vero E6
tamibarotene,10.0,0.13,107.5,Vero E6
TAME,10.0,0.12,96.0,Vero E6
taltobulin,10.0,-0.17,98.0,Vero E6
taltirelin,10.0,0.07,87.0,Vero E6
talopram,10.0,-0.07,111.0,Vero E6
talniflumate,10.0,-0.09,108.5,Vero E6
talnetant,10.0,-0.03,117.0,Vero E6
talmapimod,10.0,0.1,88.5,Vero E6
talipexole,10.0,-0.1,104.5,Vero E6
talinolol,10.0,0.07,106.5,Vero E6
Talc,10.0,0.06,104.5,Vero E6
talazoparib,0.83,-0.22,113.0,Vero E6
talarozole,10.0,0.33,74.5,Vero E6
talampanel,10.0,-0.07,103.5,Vero E6
taladegib,10.0,0.08,102.5,Vero E6
TAK-901,0.83,0.14,105.0,Vero E6
TAK-875,10.0,0.03,108.0,Vero E6
TAK-733,0.83,-0.04,109.0,Vero E6
TAK-715,10.0,0.17,104.5,Vero E6
orteronel,10.0,0.08,105.5,Vero E6
TAK-632,10.0,-0.3,107.5,Vero E6
TAK-593,10.0,0.23,101.5,Vero E6
MLN2480,10.0,-0.05,107.5,Vero E6
TAK-285,10.0,-0.14,114.0,Vero E6
TAK-220,10.0,0.03,107.0,Vero E6
tafamidis-meglumine,10.0,0.24,90.5,Vero E6
NVP-TAE684,0.83,0.11,102.5,Vero E6
tacrolimus,10.0,0.2,93.0,Vero E6
tacalcitol,10.0,-0.24,119.5,Vero E6
tabimorelin,10.0,-0.0,112.0,Vero E6
TA-01,10.0,0.58,59.5,Vero E6
T-62,10.0,0.07,96.5,Vero E6
T-5601640,10.0,-0.21,115.0,Vero E6
T-5224,10.0,0.16,96.0,Vero E6
T-0901317,10.0,0.03,103.5,Vero E6
T-0156,10.0,-0.15,110.0,Vero E6
T-0070907,10.0,0.14,87.0,Vero E6
SYM-2206,10.0,0.26,96.5,Vero E6
SYM-2081,10.0,0.05,108.0,Vero E6
SX-011,10.0,0.32,82.0,Vero E6
swainsonine,10.0,-0.08,97.0,Vero E6
suxibuzone,10.0,0.18,94.5,Vero E6
suritozole,10.0,0.14,101.0,Vero E6
suramin,10.0,0.13,101.0,Vero E6
suprofen,10.0,0.12,108.5,Vero E6
suplatast,10.0,0.04,102.5,Vero E6
SUN-B-8155,10.0,-0.17,107.0,Vero E6
SUN-11602,10.0,0.21,91.0,Vero E6
sumatriptan,10.0,0.21,98.0,Vero E6
sulpiride,10.0,-0.03,100.5,Vero E6
suloctidil,10.0,0.83,21.5,Vero E6
sulmetozine,10.0,0.05,105.5,Vero E6
sulmazole,10.0,0.16,98.5,Vero E6
sulisobenzone,10.0,-0.02,109.0,Vero E6
sulindac,10.0,0.08,104.5,Vero E6
sulfisoxazole-acetyl,10.0,0.18,91.0,Vero E6
sulfafurazole,10.0,0.1,100.0,Vero E6
sulfinpyrazone,10.0,0.05,108.5,Vero E6
sulfathiazole,10.0,0.04,113.5,Vero E6
sulfasalazine,10.0,0.04,105.0,Vero E6
sulfaquinoxaline,10.0,0.11,103.5,Vero E6
sulfapyridine,10.0,0.08,102.0,Vero E6
sulfaphenazole,10.0,0.18,99.5,Vero E6
sulfanitran,10.0,-0.13,108.5,Vero E6
sulfanilate-zinc,10.0,0.1,99.5,Vero E6
sulfanilamide,10.0,0.09,103.0,Vero E6
sulfamonomethoxine,10.0,0.1,89.5,Vero E6
sulfametopyrazine,10.0,-0.16,112.0,Vero E6
sulfamethoxypyridazine,10.0,0.08,110.5,Vero E6
sulfamethoxazole,10.0,0.13,94.5,Vero E6
sulfamethizole,10.0,0.06,107.5,Vero E6
sulfamethazine,10.0,0.09,111.0,Vero E6
sulfameter,10.0,0.13,111.0,Vero E6
sulfamerazine,10.0,0.03,107.5,Vero E6
sulfaguanidine,10.0,0.0,107.5,Vero E6
sulphadimethoxine,10.0,-0.0,103.0,Vero E6
sulfadiazine,10.0,0.09,108.5,Vero E6
sulfachlorpyridazine,10.0,0.1,108.5,Vero E6
sulfacetamide,10.0,0.15,100.5,Vero E6
sulfabenzamide,10.0,0.09,105.5,Vero E6
sulconazole,10.0,-0.03,110.5,Vero E6
sulbutiamine,10.0,0.02,100.0,Vero E6
sulbactam-pivoxil,10.0,0.18,89.0,Vero E6
sulbactam,10.0,0.06,113.0,Vero E6
Sufentanil,10.0,0.28,82.5,Vero E6
sucrose-octaacetate,10.0,0.05,103.0,Vero E6
sucralose,10.0,0.09,97.0,Vero E6
sucralfate,10.0,0.06,86.5,Vero E6
succinylsulfathiazole,10.0,0.07,100.5,Vero E6
succinylcholine-chloride,10.0,-0.01,109.5,Vero E6
succinic-acid,10.0,-0.08,106.5,Vero E6
substance-P,10.0,-0.04,114.5,Vero E6
SU9516,0.83,-0.06,109.0,Vero E6
SU3327,0.83,0.25,90.5,Vero E6
SU11274,10.0,0.49,104.5,Vero E6
SU4312,10.0,0.18,101.0,Vero E6
SU16f,10.0,0.22,105.5,Vero E6
strychnine,10.0,0.31,90.0,Vero E6
K-strophanthidin,0.83,0.03,92.0,Vero E6
Strontium Ranelate,10.0,-0.0,107.0,Vero E6
streptozotocin,10.0,0.04,96.0,Vero E6
STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],10.0,0.1,103.5,Vero E6
stobadine,10.0,0.07,98.0,Vero E6
Stigmasterol (Stigmasterin),10.0,0.02,115.5,Vero E6
STF-31,0.83,0.06,107.0,Vero E6
STF-118804,0.83,-0.15,93.0,Vero E6
STF-083010,10.0,0.1,98.5,Vero E6
stepronin,10.0,-0.02,113.0,Vero E6
stavudine,10.0,0.03,106.5,Vero E6
stattic,0.83,0.15,100.5,Vero E6
stanozolol,10.0,-0.3,110.5,Vero E6
ST-91,10.0,0.11,104.0,Vero E6
ST-1859,10.0,0.07,104.0,Vero E6
ST-2825,10.0,-0.26,111.0,Vero E6
SSR128129E,10.0,0.09,105.0,Vero E6
SSR-180711,10.0,0.27,92.0,Vero E6
SRT3190,10.0,0.11,99.0,Vero E6
SRT2104,10.0,0.21,98.0,Vero E6
SRT1720,0.83,0.08,114.5,Vero E6
RKI-1447,10.0,0.39,99.0,Vero E6
SRC-kinase-inhibitor-I,0.83,0.02,110.5,Vero E6
SR-95639A,10.0,-0.11,116.5,Vero E6
SR-59230A,10.0,0.03,93.0,Vero E6
SR-57227A,10.0,-0.12,108.0,Vero E6
SR-3677,0.83,0.29,76.5,Vero E6
SR-3576,10.0,-0.08,104.5,Vero E6
SR-3306,10.0,-0.29,102.5,Vero E6
SR-27897,10.0,0.16,93.0,Vero E6
SR-2640,10.0,0.03,95.5,Vero E6
SR-2211,10.0,-0.23,103.5,Vero E6
SR-140333,10.0,0.02,110.5,Vero E6
SR-11302,10.0,0.17,106.0,Vero E6
SR-1078,10.0,0.27,85.0,Vero E6
SQ-109,10.0,0.12,94.5,Vero E6
SQ-22536,10.0,0.03,103.0,Vero E6
SPP86,10.0,0.47,69.5,Vero E6
spizofurone,10.0,-0.07,112.5,Vero E6
spiroxatrine,10.0,-0.18,113.5,Vero E6
spironolactone,10.0,0.29,98.5,Vero E6
spiramycin,10.0,0.2,98.0,Vero E6
sphingosylphosphorylcholine,10.0,0.0,112.5,Vero E6
spermine,10.0,0.02,107.0,Vero E6
spectinomycin,0.83,0.04,102.5,Vero E6
spautin-1,10.0,-0.05,117.0,Vero E6
sparteine-sulfate,10.0,0.0,112.0,Vero E6
sparfloxacin,10.0,-0.03,115.0,Vero E6
spaglumic-acid,10.0,0.12,88.5,Vero E6
SP-420,10.0,0.13,101.5,Vero E6
SP-141,10.0,-0.03,111.0,Vero E6
SP-100030,10.0,-0.17,111.0,Vero E6
sotrastaurin,10.0,0.06,119.0,Vero E6
sotagliflozin,10.0,-0.04,114.5,Vero E6
sorbitan-monostearate,10.0,0.05,97.5,Vero E6
sorbinil,10.0,0.14,98.0,Vero E6
sorbic-acid,10.0,-0.09,101.0,Vero E6
sophocarpine,10.0,-0.03,112.0,Vero E6
somatostatin,10.0,-0.12,113.0,Vero E6
somantadine,10.0,0.18,96.0,Vero E6
sudan-IV,10.0,0.13,92.0,Vero E6
solithromycin,10.0,0.35,104.5,Vero E6
solcitinib,10.0,0.09,110.0,Vero E6
solamargine,0.83,0.12,102.5,Vero E6
sodium-tanshinone-II-A-sulfonate,10.0,0.0,110.5,Vero E6
dodecyl-sulfate,10.0,0.08,101.0,Vero E6
sodium-tetradecyl-sulfate,10.0,0.04,102.0,Vero E6
sodium-picosulfate,10.0,0.15,101.0,Vero E6
phenylbutyrate,10.0,-0.02,111.0,Vero E6
SODIUM OXYBATE,10.0,0.09,104.5,Vero E6
sodium-orthovanadate,10.0,0.22,98.5,Vero E6
sodium-nitroprusside,10.0,-0.08,106.0,Vero E6
sodium-nitrite,10.0,0.18,108.5,Vero E6
sodium-gualenate,10.0,0.06,96.5,Vero E6
sodium-gluconate,10.0,-0.05,105.5,Vero E6
calcium-gluceptate,10.0,-0.03,111.0,Vero E6
sodium-danshensu,10.0,0.11,106.0,Vero E6
sodium-butyrate,10.0,0.06,110.0,Vero E6
sodium-ascorbate,10.0,0.16,95.5,Vero E6
acrylate,10.0,-0.09,109.0,Vero E6
sobrepin,10.0,-0.1,114.5,Vero E6
sobetirome,10.0,0.08,103.0,Vero E6
SNX-2112,10.0,0.2,102.5,Vero E6
SNS-314,10.0,0.39,80.0,Vero E6
SNG-1153,0.83,0.14,103.5,Vero E6
SNC-80,10.0,-0.01,106.0,Vero E6
SNAP-94847,0.83,0.38,90.5,Vero E6
SNAP,10.0,0.02,108.5,Vero E6
choline-alfoscerate,10.0,0.05,114.0,Vero E6
SN-6,10.0,0.05,108.5,Vero E6
SN-38,0.83,-0.13,116.5,Vero E6
SN-2,10.0,0.15,95.0,Vero E6
SMI-4a,10.0,0.0,106.0,Vero E6
SMER-28,10.0,0.19,101.0,Vero E6
SM-21,10.0,0.19,88.5,Vero E6
SM-164,10.0,0.15,98.0,Vero E6
KD025,0.83,-0.02,106.5,Vero E6
SLV-320,10.0,0.41,93.0,Vero E6
SLV-319-(+/-),10.0,-0.13,114.0,Vero E6
SKI-II,10.0,0.13,106.0,Vero E6
SKF-96365,0.83,0.01,107.0,Vero E6
SKF-91488,10.0,0.07,100.5,Vero E6
SKF-89976A,10.0,0.08,88.5,Vero E6
SKF-86002,10.0,0.21,94.0,Vero E6
SKF-83566,10.0,0.12,100.0,Vero E6
SKF-81297,10.0,0.16,97.5,Vero E6
SKF-77434,10.0,-0.01,95.0,Vero E6
SKF-38393,10.0,-0.34,116.5,Vero E6
skepinone-L,10.0,-0.05,113.0,Vero E6
SKA-31,10.0,-0.07,102.0,Vero E6
SK&F-10047-(+),10.0,0.11,101.5,Vero E6
SJ-172550,10.0,-0.0,110.5,Vero E6
sivelestat,10.0,0.17,95.0,Vero E6
sitaxentan,10.0,0.01,101.0,Vero E6
sitagliptin,10.0,0.05,98.0,Vero E6
sitafloxacin,10.0,-0.03,106.5,Vero E6
Sisomicin (sulfate),10.0,0.13,105.0,Vero E6
Sisomicin (sulfate),10.0,0.22,99.5,Vero E6
SIS3,10.0,0.34,93.5,Vero E6
sirtinol,10.0,0.07,99.0,Vero E6
SirReal-2,10.0,0.21,96.5,Vero E6
sipatrigine,10.0,0.2,82.0,Vero E6
sinomenine,10.0,0.14,122.5,Vero E6
sinefungin,10.0,0.08,109.0,Vero E6
simvastatin,0.83,-0.08,26.5,Vero E6
simeprevir,10.0,0.06,88.5,Vero E6
silymarin,10.0,-0.06,114.0,Vero E6
silver-sulfadiazine,10.0,0.18,86.5,Vero E6
silodosin,10.0,-0.14,105.5,Vero E6
silibinin,10.0,0.03,104.0,Vero E6
sildenafil,10.0,0.06,109.0,Vero E6
siguazodan,10.0,0.07,109.0,Vero E6
SID-7969543,10.0,-0.2,108.0,Vero E6
SIB-1893,10.0,0.08,98.0,Vero E6
SIB-1757,10.0,0.26,81.0,Vero E6
SIB-1553A,10.0,-0.04,112.0,Vero E6
SHP099,0.83,0.03,112.0,Vero E6
shikimic-acid,10.0,0.02,107.5,Vero E6
SHA-68,10.0,0.07,97.0,Vero E6
SGX523,10.0,0.14,87.0,Vero E6
SGC-CBP30,0.83,-0.09,113.0,Vero E6
SGC-707,10.0,0.18,98.0,Vero E6
SGC-0946,10.0,-0.02,119.5,Vero E6
SF-11,10.0,0.27,86.5,Vero E6
SEW-2871,10.0,-0.04,114.0,Vero E6
VT-464,10.0,0.16,102.5,Vero E6
Sevelamer HCl,10.0,0.18,104.0,Vero E6
setipiprant,10.0,-0.16,107.5,Vero E6
sesamin,10.0,-0.07,119.5,Vero E6
SERTRALINE HYDROCHLORIDE,0.83,0.14,89.5,Vero E6
sertindole,0.83,-0.08,105.5,Vero E6
sertaconazole,10.0,0.2,104.0,Vero E6
serotonin,10.0,0.06,108.0,Vero E6
seratrodast,10.0,0.05,100.0,Vero E6
MLN1117,10.0,0.24,92.0,Vero E6
SEP-227900,10.0,-0.1,109.0,Vero E6
seocalcitol,10.0,-0.08,110.0,Vero E6
sennoside-A,10.0,-0.29,113.0,Vero E6
senicapoc,10.0,-0.13,114.0,Vero E6
SEN-1269,10.0,0.08,109.0,Vero E6
semustine,10.0,-0.09,116.0,Vero E6
semaxanib,10.0,0.21,96.0,Vero E6
semapimod,0.83,-0.35,115.0,Vero E6
semagacestat,10.0,0.04,120.5,Vero E6
selinexor,10.0,-0.24,106.5,Vero E6
selexipag,10.0,-0.08,115.5,Vero E6
selegiline,10.0,0.04,105.0,Vero E6
secoisolariciresinol-(-),10.0,-0.06,109.0,Vero E6
secoisolariciresinol-diglucoside,10.0,-0.09,88.0,Vero E6
secnidazole,10.0,0.17,99.0,Vero E6
seclazone,10.0,0.08,102.0,Vero E6
Se-methylselenocysteine,10.0,0.11,102.5,Vero E6
SDZ-WAG-994,10.0,-0.02,107.5,Vero E6
SDZ-SER-082,10.0,-0.05,108.5,Vero E6
SDZ-NKT-343,10.0,0.0,107.5,Vero E6
